Task ended in 5.749369859695435 
https://www.lirmm.fr/le-lirmm/organisatio/le-lirmm/organisation/les-services/dist                    : Visited 1
https://www.lirmm.fr/le-lirmm/organisatio/le-lirmm/organisation/les-services/comm                    : Visited 1
https://www.lirmm.fr/le-lirmm/organisatio/content/view/sitemap/2                                     : Visited 1
https://www.lirmm.fr/le-lirmm/organisatio/informations/informations-legales                          : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/switchlanguage/to/lirmm_eng/111                            : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/rssfeed/news                                               : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/annuaire                                                   : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/Partenariats-entreprises                                   : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/Scientifiques-institutions                                 : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/acces-etudiants                                            : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/le-lirmm/presentation                                      : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/le-lirmm/organisation                                      : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/le-lirmm/chiffres-cle                                      : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/le-lirmm/historique                                        : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/le-lirmm/partenariats                                      : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/le-lirmm/emplois                                           : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/le-lirmm/les-services                                      : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/actualites                                                 : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/agenda                                                     : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/recherche/departements                                     : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/recherche/equipes                                          : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/recherche/plateformes                                      : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/recherche/publications                                     : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/recherche/doctorants                                       : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/recherche/theses-et-hdr-soutenues                          : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/recherche/conferences-et-ecoles-thematiques                : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/recherche/sujets-de-these-proposes                         : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/innovation/nos-competences                                 : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/innovation/partenariats-industriels                        : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/innovation/conseils-et-expertises                          : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/innovation/seminaires                                      : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/innovation/creation-d-entreprises                          : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/international/international                                : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/contact-acces                                              : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/le-lirmm/organisation/les-services/dist                    : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/le-lirmm/organisation/les-services/comm                    : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/content/view/sitemap/2                                     : Visited 1
https://www.lirmm.fr/le-lirmm/chiffres-cl/informations/informations-legales                          : Visited 1
